Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers (U.K.) Limited
Statement,Data,BrokerAddress,"20 Fenchurch Street, Floor 12, London EC3M 3BY, UK. Authorised and regulated by the Financial Conduct Authority"
Statement,Data,Title,Activity Statement
Statement,Data,Period,"January 1, 2026 - June 17, 2026"
Statement,Data,WhenGenerated,"2026-06-18, 19:20:05 EDT"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,Faris Awan
Account Information,Data,Account,U25815311
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Individual
Account Information,Data,Account Capabilities,Cash
Account Information,Data,Base Currency,GBP
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Trades,Data,Order,Stocks,GBP,ISJP,"2026-06-01, 09:56:06",-1,44.0174,43.86,44.02,-3,-44.596952,-3.576952,-8.020619885,0.16,C
Trades,SubTotal,,Stocks,GBP,ISJP,,0,,,-7.995032,-9,0,-16.995032,-2.42,3.6194,
Trades,Data,Order,Stocks,GBP,ITWN,"2026-05-15, 03:52:27",19.0781,131.04,130.77,-2499.994224,-3,2502.994224,0,0,-5.1511,FPA;O;P
Trades,Data,Order,Stocks,GBP,ITWN,"2026-06-01, 03:00:20",-19.0781,149.143152148,151.18,2845.367971,-3,-2502.994224,339.373747,13.558710753,-38.8592,C;FPA;P
Trades,SubTotal,,Stocks,GBP,ITWN,,0,,,345.373747,-6,0,339.373747,13.56,-44.0103,
Trades,Data,Order,Stocks,GBP,KSTP,"2026-05-15, 03:54:03",38.3004,19.582,19.477,-749.9984328,-3,752.9984328,0,0,-4.0215,IM;O;P
Trades,Data,Order,Stocks,GBP,KSTP,"2026-06-01, 03:58:58",-37.3004,18.840324865,18.686,702.7516536,-3,-733.416433,-33.664779,-4.590131539,5.7564,C;P
Trades,Data,Order,Stocks,GBP,KSTP,"2026-06-01, 09:56:22",-1,18.594,18.686,18.594,-3,-19.582,-3.988,-20.365641916,-0.092,C
Trades,SubTotal,,Stocks,GBP,KSTP,,0,,,-28.6527792,-9,-0.0000002,-37.652779,-5.00,1.6429,
Trades,Total,,Stocks,GBP,,,,,,737.2430874,-39,0.0000002,698.243088,,-38.5867, 
Trades,Data,Order,Stocks,HKD,189,"2026-06-01, 21:30:32","4,000",17.96,17.44,-71840,-131.51944,71971.51944,0,0,-2080,O;P
Trades,SubTotal,,Stocks,HKD,189,,4000,,,-71840,-131.51944,71971.51944,0,0.00,-2080,
Trades,Total,,Stocks,HKD,,,,,,-71840,-131.51944,71971.51944,0,,-2080, 
Trades,Total,,Stocks,GBP,,,,,,-6807.9176,-12.463439732,6820.381039732,0,,-197.1112, 
Trades,Data,Order,Stocks,KRW,009150.KS,"2026-06-04, 21:31:29",4,1675750,1757000,-6703000,-4021.8,6707021.8,0,0,325000,O;P
Trades,SubTotal,,Stocks,KRW,009150.KS,,4,,,-6703000,-4021.8,6707021.8,0,0.00,325000,
Trades,Data,Order,Stocks,KRW,011070.KS,"2026-06-04, 21:33:10",1,1095000,1160000,-1095000,-4000,1099000,0,0,65000,O
Trades,SubTotal,,Stocks,KRW,011070.KS,,1,,,-1095000,-4000,1099000,0,0.00,65000,
Trades,Total,,Stocks,KRW,,,,,,-7798000,-8021.8,7806021.8,0,,390000, 
Trades,Total,,Stocks,GBP,,,,,,-3748.1087,-3.85567817,3751.96437817,0,,187.4535, 
Trades,Data,Order,Stocks,USD,CRWV,"2026-05-15, 09:30:01",8,109.28,107.3,-874.24,-1.000024,875.240024,0,0,-15.84,O
Trades,Data,Order,Stocks,USD,CRWV,"2026-06-01, 09:30:01",-7,115,124.82,805,-1.017969,-765.835021,38.14701,4.981100231,-68.74,C
Trades,Data,Order,Stocks,USD,CRWV,"2026-06-01, 09:55:56",-1,118.54,124.82,118.54,-1.002639924,-109.405003,8.132357,7.433258788,-6.28,C
Trades,SubTotal,,Stocks,USD,CRWV,,0,,,49.3,-3.020632924,0,46.279367,5.29,-90.86,
Trades,Data,Order,Stocks,USD,JBL,"2026-05-15, 09:36:47",2.4652,344.798669479,339.82,-849.99768,-1.000007395,850.997687395,0,0,-12.2735,FPA;O;P
Trades,Data,Order,Stocks,USD,JBL,"2026-06-01, 09:33:33",-2.4652,354.943803343,359.97,875.007464,-1.018513263,-850.997687,22.991263,2.701683371,-12.3906,C;FPA;P
Trades,SubTotal,,Stocks,USD,JBL,,0,,,25.009784,-2.018520658,0.000000395,22.991263,2.70,-24.6641,
Trades,Data,Order,Stocks,USD,NOK,"2026-05-18, 09:30:23",97.0655,14.320219542,13.74,-1389.99927,-1.000291197,1390.999561197,0,0,-56.3193,FPA;O;P
Trades,Data,Order,Stocks,USD,NOK,"2026-06-01, 09:31:07",-97.0655,15.019986504,16.25,1457.9225,-1.049252173,-1390.999561,65.873687,4.735708684,-119.3919,C;FPA;P
Trades,Data,Order,Stocks,USD,NOK,"2026-06-17, 09:58:03",49,13.8493,13.83,-678.6157,-1.000147,679.615847,0,0,-0.9457,IA;O
Trades,SubTotal,,Stocks,USD,NOK,,49,,,-610.69247,-3.04969037,679.615847197,65.873687,4.74,-176.6569,
Trades,Data,Order,Stocks,USD,SHOP,"2026-06-01, 11:36:16",32.6836,122.385522892,124.12,-3999.999476,-1.000098051,4000.999574051,0,0,56.689,FPA;O;P
Trades,Data,Order,Stocks,USD,SHOP,"2026-06-02, 09:30:00",14.0096,120.631118661,117.01,-1689.99372,-1.000042029,1690.993762029,0,0,-50.7304,FPA;O;P
Trades,Data,Order,Stocks,USD,SHOP,"2026-06-04, 15:53:23",-1,116.38,116.04,116.38,-1.002595428,-122.416253,-7.038848,-5.749929301,0.34,C
Trades,Data,Order,Stocks,USD,SHOP,"2026-06-04, 15:53:36",-45.6932,116.385075854,116.04,5318.006548,-1.118598188,-5569.577083,-252.689132,-4.536953672,15.7676,C;FPA;P
Trades,SubTotal,,Stocks,USD,SHOP,,0,,,-255.606648,-4.121333696,0.00000008,-259.72798,-4.56,22.0662,
Trades,Data,Order,Stocks,USD,SIMO,"2026-06-01, 11:40:20",1,279.09,268.05,-279.09,-1.000003,280.090003,0,0,-11.04,O
Trades,Data,Order,Stocks,USD,SIMO,"2026-06-04, 15:52:50",-1,296.14,294.67,296.14,-1.006298484,-280.090003,15.043699,5.371023185,1.47,C
Trades,SubTotal,,Stocks,USD,SIMO,,0,,,17.05,-2.006301484,-0,15.043699,5.37,-9.57,
Trades,Data,Order,Stocks,USD,SOLS,"2026-05-15, 09:30:00",10,84.1,85.11,-841,-1.00003,842.00003,0,0,10.1,O
Trades,Data,Order,Stocks,USD,SOLS,"2026-06-01, 09:30:00",-10,84.53,83.78,845.3,-1.01939318,-842.00003,2.280577,0.270852366,7.5,C
Trades,SubTotal,,Stocks,USD,SOLS,,0,,,4.3,-2.01942318,0,2.280577,0.27,17.6,
Trades,Data,Order,Stocks,USD,ST,"2026-05-15, 12:34:01",8.3194,48.08,48.5,-399.996752,-1.000024958,400.996776958,0,0,3.4941,FPA;O;P
Trades,Data,Order,Stocks,USD,ST,"2026-06-01, 09:30:01",-7.3194,48.692581632,49.29,356.400482,-1.008791091,-352.831699,2.559991,0.725555841,-4.3727,C;FPA;P
Trades,Data,Order,Stocks,USD,ST,"2026-06-01, 09:56:12",-1,48.82,49.29,48.82,-0.489403692,-48.165078,0.165518,0.343647321,-0.47,C
Trades,SubTotal,,Stocks,USD,ST,,0,,,5.22373,-2.498219741,-0.000000042,2.725509,0.68,-1.3486,
Trades,Total,,Stocks,USD,,,,,,-765.415604,-18.734122053,679.61584763,-104.533878,,-263.4334, 
Trades,Total,,Stocks,GBP,,,,,,-587.716060357,-13.96769109,523.573316036,-78.110435093,,-195.910539646, 
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,,Proceeds,Comm in GBP,,,,MTM in GBP,Code
Trades,Data,Order,Forex,GBP,KRW.GBP,"2026-06-04, 21:31:29","1,299",0.00048293,,-0.62732607,0,,,,-0.002962,AFx
Trades,Data,Order,Forex,GBP,KRW.GBP,"2026-06-04, 21:31:29","4,021",0.0004829,,-1.9417409,0,,,,-0.009047,AFx
Trades,Data,Order,Forex,GBP,KRW.GBP,"2026-06-04, 21:33:10","4,001",0.0004823,,-1.9296823,0,,,,-0.006601,AFx
Trades,Data,Order,Forex,GBP,KRW.GBP,"2026-06-05, 17:00:00",-224.32,0.00048051,,0.107788003,0,,,,-0.000031,
Trades,Data,Order,Forex,GBP,KRW.GBP,"2026-06-10, 17:00:00",4.69,0.00049128,,-0.002304103,0,,,,-0.000001,
Trades,Data,Order,Forex,GBP,KRW.GBP,"2026-06-11, 17:00:00",4.33,0.00049173,,-0.002129191,0,,,,0,
Trades,Data,Order,Forex,GBP,KRW.GBP,"2026-06-12, 17:00:00",4.32,0.00049139,,-0.002122805,0,,,,-0.000001,
Trades,Data,Order,Forex,GBP,KRW.GBP,"2026-06-15, 17:00:00",12.33,0.00049269,,-0.006074868,0,,,,-0.000002,
Trades,Data,Order,Forex,GBP,KRW.GBP,"2026-06-16, 17:00:00",4.79,0.00049357,,-0.0023642,0,,,,0,
Trades,Data,Order,Forex,GBP,KRW.GBP,"2026-06-17, 17:00:00",4.91,0.0004924,,-0.002417684,0,,,,-0.000001,
Trades,SubTotal,,Forex,GBP,KRW.GBP,,9132.05,,,-4.408374118,0,,,,-0.018646,
Trades,Total,,Forex,GBP,,,,,,-4.408374118,0,,,,-0.018646, 
Trades,Data,Order,Forex,HKD,GBP.HKD,"2026-06-01, 21:30:33","-6,819.93",10.54363,,71906.8185459,0,,,,-5.68034,AFx
Trades,Data,Order,Forex,HKD,GBP.HKD,"2026-06-01, 21:30:33",-0.69,10.54363,,7.2751047,0,,,,-0.000575,AFx
Trades,Data,Order,Forex,HKD,GBP.HKD,"2026-06-02, 17:00:00",0.00437801,10.5551656,,-0.046210599,0,,,,-0.000001,
Trades,Data,Order,Forex,HKD,GBP.HKD,"2026-06-02, 17:00:00",0.00362076,10.5561245,,-0.038221204,0,,,,-0.000001,
Trades,SubTotal,,Forex,HKD,GBP.HKD,,-6820.61200123,,,71914.009218797,0,,,,-5.680917,
Trades,Data,Order,Forex,HKD,USD.HKD,"2026-06-01, 21:30:32",-7.34,7.83518,,57.5102212,0,,,,-0.001242,AFx
Trades,SubTotal,,Forex,HKD,USD.HKD,,-7.34,,,57.5102212,0,,,,-0.001242,
Trades,Total,,Forex,HKD,,,,,,71971.519439997,0,,,,-5.682159, 
Trades,Total,,Forex,GBP,,,,,,6820.381039731,0,,,,-5.682159, 
Trades,Data,Order,Forex,KRW,USD.KRW,"2026-06-04, 21:31:29","-4,341",1543.815,,6701700.915,0,,,,-32.493775,AFx
Trades,Data,Order,Forex,KRW,USD.KRW,"2026-06-04, 21:33:11",-709,1544.745,,1095224.205,0,,,,-4.990166,AFx
Trades,SubTotal,,Forex,KRW,USD.KRW,,-5050,,,7796925.12,0,,,,-37.483941,
Trades,Total,,Forex,KRW,,,,,,7796925.12,0,,,,-37.483941, 
Trades,Total,,Forex,GBP,,,,,,3747.592058928,0,,,,-37.483941, 
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-15, 09:30:13",-0.75,1.33341,,1.0000575,0,,,,0.000593,AFx
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-15, 09:30:15","-1,284.38",1.33541,,1715.1738958,0,,,,2.943767,AFx
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-15, 09:30:15",-0.75,1.33343,,1.0000725,0,,,,0.000604,AFx
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-15, 09:30:16",-0.05,1.33534,,0.066767,0,,,,0.000112,AFx
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-15, 09:36:47",-0.75,1.3335612,,1.0001709,0,,,,0.000678,AFx;P
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-15, 09:36:47",-636.73,1.333071097,,848.8063599,0,,,,0.341614,AFx;P
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-15, 09:36:48",-0.9,1.33479,,1.201311,0,,,,0.001644,AFx
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-15, 12:34:01",-0.75,1.33195,,0.9989625,0,,,,-0.000229,AFx
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-15, 12:34:02",-0.02,1.33195,,0.026639,0,,,,-0.000006,AFx
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-15, 12:34:02",-288.75,1.33195,,384.6005625,0,,,,-0.088048,AFx
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-15, 12:34:11",-11.53,1.33205,,15.3585365,0,,,,-0.00265,AFx
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-15, 17:00:00",-0.0002705,1.33200085,,0.0003603,0,,,,-0.000001,
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-15, 17:00:00",-0.00061783,1.33200258,,0.000822952,0,,,,0,
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-18, 09:30:24",-0.75,1.33839,,1.0037925,0,,,,-0.002757,AFx
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-18, 09:30:24","-1,038.47",1.33839,,1389.8778633,0,,,,-3.817121,AFx
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-18, 09:30:25",-0.09,1.33839,,0.1204551,0,,,,-0.000331,AFx
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-18, 17:00:00",-0.00070862,1.34289717,,0.0009516,0,,,,-0.000001,
Trades,Data,Order,Forex,USD,GBP.USD,"2026-05-18, 17:00:00",0.00260571,1.34370331,,-0.003501302,0,,,,0,
